display_name,full_address,space_type,decade,year,lat,lon,amenities
Fulton'S Sidewalk Cafe,"2061 Broadway at 71st St., Uptown",Restaurant / Cafe,1980s,1984,40.778212,-73.982337,(R-1965-1989)
G.H. Club,"353 E. 53rd St., Midtown",Other,1980s,1984,40.7560503,-73.965129,(PE)
Gaiety Male Burlesk,"201 W. 46th St., Midtown",Other,1980s,1984,40.7577216,-73.982597,
Garden Club,"244 E. 51st St., Midtown",Other,1980s,1984,40.755575,-73.968838,"(E),(PE),(*)"
Gaston'S,"710 2nd Ave., Midtown",Restaurant / Cafe,1980s,1984,40.7472917,-73.973528,(R-1965-1989)
Gay Switchboard,Greenwich Village,Other,1980s,1984,40.733572,-74.002742,
Grand Central & Penn Station,Midtown,Other,1980s,1984,40.752726,-73.977229,Cruisy Area
Greenwich Ave.,Greenwich Village,Other,1980s,1984,40.736586,-74.001107,Cruisy Area
Heavenly Host,"463 Hudson Ave., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1984,40.731578,-74.006899,"(M-1965-1989),(R-1965-1989)"
Hide-A-Way,"96-31 Parsons, Queens",Other,1980s,1984,40.7095458,-73.80541,"(B-1970-1989),(RT),(PT)"
Hilton Hotel,Midtown,Other,1980s,1984,40.754931,-73.984019,Cruisy Area
Hornblowers On Horatio,"59 Horatio, Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1984,40.7389046,-74.006337,"(M-1965-1989),(R-1965-1989)"
Ice Palace,"57 W. 57th St., Midtown",Other,1980s,1984,40.7643578,-73.976817,"(YC),(D),(*)"
Incentra Village House,"32 8th Ave. nr. 12th St., Greenwich Village",Hotel / Accommodation,1980s,1984,40.737894,-74.004232,"(H-1965-1989),(*)"
J.C. Penney,White Plains,Other,1980s,1984,40.864708,-73.826484,Cruisy Area
J'S,"675 Hudson St., Greenwich Village & Chelsea",Other,1980s,1984,40.7404411,-74.005436,"(W-1972-1989),(SM),(F&S)"
Jan Wallman'S,"28 Cornelia St., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1984,40.7311877,-74.002354,"(R-1965-1989),(E)"
Janice'S Fish Place,"570 Hudson, Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1984,40.7356767,-74.005773,"(M-1965-1989),(R-1965-1989)"
Jason'S Park Royal,"23 W. 73rd St., Uptown",Restaurant / Cafe,1980s,1984,40.777703,-73.976713,(R-1965-1989)
Jasper'S,"305 Columbus Ave., Uptown",Other,1980s,1984,40.7788905,-73.977333,(*)
Jewel Theatre,"100 3rd Ave. at 12th St., Greenwich Village",Other,1980s,1984,40.732548,-73.988218,
Johnny'S Pub,"124 E. 47th St., Midtown",Restaurant / Cafe,1980s,1984,40.7546201,-73.973731,"(R-1965-1989),(S-1965-2002)"
Julius,"159 W. 10th St., Greenwich Village & Chelsea",Other,1980s,1984,40.7345329,-74.001712,(*)
Keller'S,"384 West St. nr. Barrow, Greenwich Village",Other,1980s,1984,40.732003,-74.010276,"(WE),(*)"
Kelly'S Village West,"46 Bedford St. at 7th, Greenwich Village",Other,1980s,1984,40.730584,-74.004156,(L-1980-1989)
La Fiesta,"253 W. 46th St., Midtown",Other,1980s,1984,40.7597942,-73.987466,(PT)
La Palma,"343 W . 46th St., Midtown",Restaurant / Cafe,1980s,1984,40.7606004,-73.989508,(R-1965-1989)
La Stanza,"953 1st Ave., Midtown",Restaurant / Cafe,1980s,1984,40.7555229,-73.965291,"(R-1965-1989),(*)"
Last Call,"975 2nd Ave, nr. 51st St., Midtown",Other,1980s,1984,40.756013,-73.96806,"(D),(PT),(*)"
Last Resort,"153 1st Ave., Greenwich Village & Chelsea",Other,1980s,1984,40.7285656,-73.984915,
Le Salon Book Store,"287 Amsterdam Ave., Uptown",Other,1980s,1984,40.7795883,-73.980587,(*)
Leather Man,"85 & 111 Christopher St., Greenwich Village",Other,1980s,1984,40.733642,-74.003869,(*)
Les Hommes Book Shop,"217 W . 80th St. at Broadway, Uptown",Other,1980s,1984,40.784454,-73.978671,(*)
Les Mouches,"260 W . 11th Ave. at 24th St.p, Greenwich Village",Other,1980s,1984,40.736018,-74.003812,"(P-1965-1989),(YC),(D),(E),(M-1965-1989),(*)"
Lesbian Switchboard,Greenwich Village,Other,1980s,1984,40.733572,-74.002742,
Lincln Center,Uptown,Other,1980s,1984,40.772464,-73.983489,Cruisy Area
Loft,"313 Amsterdam Ave., Uptown",Other,1980s,1984,40.7802967,-73.980157,
Long Horn Guest House,Greenwich Village,Hotel / Accommodation,1980s,1984,40.733572,-74.002742,(H-1965-1989)
M.C.C.,"26 9th Ave., Greenwich Village & Chelsea",Other,1980s,1984,40.7404474,-74.005484,(MCC)
Madison Card & Book Shop,"123 E. 57th St., Midtown",Other,1980s,1984,40.7613431,-73.96984,
Magic Touch,"73-13 37th Ave., Queens",Other,1980s,1984,40.7490898,-73.892489,(D)
Man Hole,"28 9th Ave., Greenwich Village & Chelsea",Other,1980s,1984,40.7402701,-74.005602,"(P-1965-1989),(SM),(W-1972-1989),(AH)"
Man'S Country,"28 W. 15th St., Greenwich Village & Chelsea",Other,1980s,1984,40.7371787,-73.994779,(B-1970-1989)
Marie'S Crisis,"59 Grove St. at Sheridan Sq., Greenwich Village",Other,1980s,1984,40.733238,-74.003397,(E)
Mcfeeley'S,"565 W. 23rd St., Greenwich Village & Chelsea",Other,1980s,1984,40.7489475,-74.00674,
Metropolitan Museum,Uptown,Other,1980s,1984,40.779437,-73.963244,Cruisy Area
Metropolitan Theatre,"235 E. 14th St., Greenwich Village",Other,1980s,1984,40.732874,-73.985528,Cruisy Area
Michael'S Thing,"200 W. 72nd St., Uptown",Other,1980s,1984,40.7787744,-73.982542,
Midtown Bookcenter,"113 W. 42nd St., Midtown",Other,1980s,1984,40.7559318,-73.986158,(M-1965-1989)
Mineshaft,"835 Washington St., Greenwich Village & Chelsea",Other,1980s,1984,40.7403979,-74.00768,"(*),(P-1965-1989),(SM),(W-1972-1989),(F&S)"
Mother Earth,"381 Van Puzer St., Staten Island",Other,1980s,1984,40.6287204,-74.079695,(L-1980-1989)
Mt. Morris Baths,"1944 Madison Ave. at 125th St., Uptown",Other,1980s,1984,40.805547,-73.940981,(B-1970-1989)
New David Cinema,"236 W. 54th St., Midtown",Other,1980s,1984,40.7641217,-73.983233,
New Everhards Baths,"28 W. 28th St., Midtown",Other,1980s,1984,40.7452989,-73.989293,"(*),(B-1970-1989),(SM),(FFA)"
New St. Marks Baths,"6 St. Marks Place, 8th St. at 3rd Ave., Greenwich Village",Other,1980s,1984,40.72909,-73.989568,"(*),(YC)"
New York Wrestling Club,Greenwich Village,Bathhouse / Health Club,1980s,1984,40.733572,-74.002742,
Nickel Bar,"127 W. 72nd St., Uptown",Other,1980s,1984,40.7779885,-73.979674,"(B-1970-1989),(YC),(D),(*)"
Night Wing,"118 Greenwich Ave., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1984,40.738523,-74.002079,"(L-1980-1989),(E),(R-1965-1989)"
Ninety Six West,"168 W. 96th St., Midtown",Other,1980s,1984,40.79354,-73.969745,
Ninth Circle,"139 W. 10th St., Greenwich Village & Chelsea",Other,1980s,1984,40.7347958,-74.000799,"(*),(YC)"
Northern Men'S Sauna,"137-08 Northern Blvd., Queens",Other,1980s,1984,40.7629508,-73.830838,
Old Forge Steak House,"3rd Ave. at 17th St., Greenwich Village",Restaurant / Cafe,1980s,1984,40.666081,-73.995209,"(M-1965-1989),(R-1965-1989)"
"One If By Land, Two If By Sea","17 Barrow St., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1984,40.7324944,-74.002584,"(M-1965-1989),(PE),(R-1965-1989)"
One Potato,"518 Hudson St. at 10th St., Greenwich Village",Restaurant / Cafe,1980s,1984,40.73369,-74.006078,"(R-1965-1989),(*)"
Oscar Wilde Memorial Book Store,"15 Christopher St., Greenwich Village & Chelsea",Other,1980s,1984,40.7342158,-74.000564,(*)
Ossi Guest House,"358 W. 30th St., Midtown",Hotel / Accommodation,1980s,1984,40.7504311,-73.997538,"(H-1965-1989),(*)"
Our Place,"77-02 Broadway, Queens",Other,1980s,1984,40.7451386,-73.888169,
Pandora Books,"88 Court St., Brooklyn",Other,1980s,1984,40.6912319,-73.991843,
Paradise Garage,"84 King St., Greenwich Village & Chelsea",Other,1980s,1984,40.7278179,-74.006454,"(P-1965-1989),(B-1970-1989),(WE),(D),(*)"
Patrick'S,"142 W. 10th St., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1984,40.7343641,-74.000794,"(M-1965-1989),(R-1965-1989)"
Paula'S,"64 Greenwich Ave., Greenwich Village & Chelsea",Other,1980s,1984,40.7361254,-74.000621,"(M-1965-1989),(L-1980-1989),(PT)"
Peeches'N Cream,"408 E. 64th St., Uptown",Other,1980s,1984,40.7622998,-73.959128,(D)
Pershings,"234 Columbus Ave., Uptown",Restaurant / Cafe,1980s,1984,40.7766645,-73.979629,(R-1965-1989)
Peter Rabbit,"305 W. 10th St., Greenwich Village & Chelsea",Other,1980s,1984,40.7332889,-74.009806,"(B-1970-1989),(D),(*)"
Pipe Line,"232 8th Ave.
 at 22nd St., Greenwich Village",Other,1980s,1984,40.744353,-73.998819,(*)
Pleasure Chest,"939 2nd Ave., Midtown",Other,1980s,1984,40.7548515,-73.968886,(*)
Pleasure Chest,"20 W. 20th St. & 152 7th Ave. So., Greenwich Village",Other,1980s,1984,40.741859,-73.997653,(*)
Priory,"224 E. 53rd St., Midtown",Other,1980s,1984,40.7571427,-73.968486,
Pyramid Bar,"101 Ave. A, betw. 6th & 7th, Greenwich Village",Other,1980s,1984,40.725856,-73.984024,(D)
Queens College,Queens,Other,1980s,1984,40.736644,-73.820089,Cruisy Area
Ramrod,"494 West St., Greenwich Village & Chelsea",Other,1980s,1984,40.737813,-74.009828,"(*),(W-1972-1989),(SM),(FFA)"
Rawhide,"212 8th Ave. at 21st St., Greenwich Village",Other,1980s,1984,40.743838,-73.999296,"(W-1972-1989),(SM),(*)"
Red Parrot,"617 W . 57th St., Midtown",Other,1980s,1984,40.7710043,-73.992365,"(*),(R-1965-1989),(M-1965-1989),(E),(D)"
Red Star Cafe,"12th & West St., Greenwich Village",Restaurant / Cafe,1980s,1984,40.737574,-74.009815,(R-1965-1989)
Regent East,"204 E. 58th St., Midtown",Other,1980s,1984,40.7605435,-73.966629,(E)
Reservations World,Brooklyn,Other,1980s,1984,40.678178,-73.944158,
Rhythms,"6826 New Utrecht Ave., Brooklyn",Other,1980s,1984,40.6206793,-73.998707,"(YC),(D),(*)"
Riis Park,Queens,Other,1980s,1984,40.566367,-73.870275,Cruisy Area
Ring,"180 Christopher St. at West., Greenwich Village",Other,1980s,1984,40.732275,-74.009977,"(P-1965-1989),(D),(YC),(WE),(*)"
Ritz,"35-63 75th St., Queens",Other,1980s,1984,40.7498818,-73.890692,
River Club,"491 West St., Greenwich Village & Chelsea",Other,1980s,1984,40.7377104,-74.010112,"(P-1965-1989),(D),(WE),(F&S),(*)"
Riverside Park,Uptown,Other,1980s,1984,40.801234,-73.97231,Cruisy Area
Rockinghorse Cafe,"224 Columbus Ave. betw. 70th & 71st, Uptown",Restaurant / Cafe,1980s,1984,40.779362,-73.977151,(R-1965-1989)
Round Up Bar,"438 Hudson St., Greenwich Village & Chelsea",Other,1980s,1984,40.731133,-74.006463,
Roxy Roller Rink,"515 W. 18th St., Greenwich Village & Chelsea",Other,1980s,1984,40.7452071,-74.007175,(M-1965-1989)
Saint,"105 2nd Ave., Greenwich Village & Chelsea",Other,1980s,1984,40.727693,-73.988727,"(P-1965-1989),(YC),(D),(*)"
Sal'S Place,"79 Pineapple St., Brooklyn",Other,1980s,1984,40.6981042,-73.992493,"(YC),(D),(*)"
Sauna Baths,"300 W. 58th St., Midtown",Other,1980s,1984,40.7674935,-73.982855,
Sheridan Sq. Health Club,"4th & Christopher Sts., Greenwich Village",Bathhouse / Health Club,1980s,1984,40.733644,-74.002801,(M-1965-1989)
Sheridan Square,Greenwich Village,Other,1980s,1984,40.733644,-74.002801,Cruisy Area
Show Palace,"670 8th Ave. nr. 42nd St., Midtown",Other,1980s,1984,40.757543,-73.989283,(F&S)
Singles,"951 1st Ave. nr. 53rd St., Midtown",Restaurant / Cafe,1980s,1984,40.755458,-73.965261,"(*),(R-1965-1989)"
Sneakers,"392 West St. Nr. 10th St., Greenwich Village",Other,1980s,1984,40.732896,-74.010064,
South Dakota,"405 3rd Ave., Midtown",Other,1980s,1984,40.7422753,-73.980474,
Spike Bar,"120 11th Ave. at 20th St., Greenwich Village",Other,1980s,1984,40.746935,-74.007581,"(W-1972-1989),(SM),(PT),(WE),(*)"
St. Marks Baths,Greenwich Village,Other,1980s,1984,40.72909,-73.989568,(*)
Stix,"304 E. 39th St., Midtown",Other,1980s,1984,40.7475538,-73.973073,"(D),(*)"
Subway Stations,Midtown,Other,1980s,1984,40.768687,-73.958443,"Cruisy Area,(AYOR)"
T.J.'S,"957 1st Ave., Midtown",Other,1980s,1984,40.755601,-73.965309,"(E),(*)"
Tempus Fugit,"178 2nd Ave., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1984,40.7304834,-73.985926,"(R-1965-1989),(M-1965-1989)"
The Bar,"68 2nd Ave., Greenwich Village & Chelsea",Other,1980s,1984,40.7259843,-73.989384,
The Works,"Columbus at 80th St., Uptown",Other,1980s,1984,40.782644,-73.975003,(*)
Third Ave.,Uptown,Other,1980s,1984,40.762177,-73.966123,Cruisy Area
Times Square,Midtown,Other,1980s,1984,40.757975,-73.985543,Cruisy Area
Tom Cat Book Store,"38 W . 28th St., Midtown",Other,1980s,1984,40.7454828,-73.989637,(*)
Tory'S,"119 E. 27th St., Midtown",Other,1980s,1984,40.7425424,-73.983584,"(P-1965-1989),(D)"
Trilogy,"135 Christopher St., Greenwich Village & Chelsea",Restaurant / Cafe,1980s,1984,40.7331512,-74.006945,"(R-1965-1989),(YC),(*)"
Twenty Nine Palms,"129 Lexington at 29th St., Midtown",Other,1980s,1984,40.742863,-73.982021,
Twilight,"1463 3rd Ave. nr. 82nd St., Uptown",Other,1980s,1984,40.776502,-73.955304,
Ty'S,"114 Christopher St. nr. Bedford, Greenwich Village",Other,1980s,1984,40.733039,-74.005298,"(W-1972-1989),(*)"
Uncle Charlie'S Downtown,"56 Greenwich Ave., Greenwich Village & Chelsea",Other,1980s,1984,40.7359015,-74.000472,(*)
Uncle Charlie'S North,"1049 Lexington Ave. at 75th St., Uptown",Other,1980s,1984,40.77208,-73.960755,"(*),(YC)"
Uncle Charlie'S South,"581 3rd Ave. at 38th St., Midtown",Other,1980s,1984,40.748247,-73.975981,"(*),(YC)"
Underground,"390 West St., Greenwich Village & Chelsea",Other,1980s,1984,40.7328681,-74.010003,
Upstream,"150 E. 39th St., Midtown",Restaurant / Cafe,1980s,1984,40.7489783,-73.976533,"(M-1965-1989),(R-1965-1989)"
Village Green,"531 Hudson St., Greenwich Village & Chelsea",Other,1980s,1984,40.7342517,-74.006492,"(R-1965-1989),(*)"
Village Stix,"139 Christopher St. at Greenwich, Greenwich Village",Other,1980s,1984,40.733018,-74.007168,(*)
Wall Street Sauna,"1 Maiden Lane, Greenwich Village",Other,1980s,1984,40.70983,-74.009685,(*)
Warehouse Pier 51,"324 Amsterdam Ave. at 75th, Uptown",Other,1980s,1984,40.780938,-73.980291,(YC)
Weehawken St.,Greenwich Village,Other,1980s,1984,40.733208,-74.009812,Cruisy Area
Wendell'S Cards & Books,"302 W. 12th St., Greenwich Village & Chelsea",Other,1980s,1984,40.7373796,-74.004651,
West St.,Greenwich Village,Other,1980s,1984,40.723629,-74.011577,Cruisy Area
West World,"355 West St., Greenwich Village",Other,1980s,1984,40.729795,-74.010792,(F&S)
Westside Books,"178 Christopher St., Greenwich Village & Chelsea",Other,1980s,1984,40.732275,-74.009702,(F&S)
Wildwood Tavern,"306 Columbus Ave. nr. 74th St., Uptown",Other,1980s,1984,40.77916,-73.977796,(*)
Womansbooks,"201 W. 92nd St., Uptown",Other,1980s,1984,40.7917966,-73.972555,(L-1980-1989)
Zipperz,"480 Main St., New Rochelle",Other,1980s,1984,40.9092703,-73.780771,"(YC),(D),(*)"
Vaseline Alley',Queens,Other,1980s,1985,40.747118,-73.892407,"Cruisy Area,(AYOR)"
3Rd Ave. From 53Rd To 70Th Sts.,Uptown- N.Y.C.,Other,1980s,1985,40.761259,-73.966823,Cruisy Area
42Nd St. Barracks,"226 W. 42nd St., Midtown",Other,1980s,1985,40.7563193,-73.988233,(B-1970-1989)
55Th St. Playhouse,"55th St., Midtown",Other,1980s,1985,40.763743,-73.980443,
75Th St.,Uptown- N.Y.C.,Other,1980s,1985,40.758159,-73.892459,Cruisy Area
78-80 Christopher St.,"78 Christopher St., Greenwich Village",Other,1980s,1985,40.7334049,-74.003507,(*)
A Different Light,"548 Hudson St., Greenwich Village",Other,1980s,1985,40.7349915,-74.005832,
Abra Cadabra,"Mills Ave., Staten Island",Other,1980s,1985,40.579532,-74.150201,"(D),(*)"
Adonis Cinema,"8th Ave., Midtown",Other,1980s,1985,40.762858,-73.986054,(*)
Adult Fair,"Astoria Blvd., Queens",Other,1980s,1985,40.763599,-73.87925,
Alex In Wonderland,"30 10th Ave., Greenwich Village",Other,1980s,1985,40.7416695,-74.008154,"(D),(PT),(F&S),(*)"
Andre'S,"2321 8th Ave., Uptown",Other,1980s,1985,40.8099751,-73.951572,(B-1970-1989)
Angelo'S Lounge,"Kiwanis Pkwy., Brooklyn",Other,1980s,1985,40.678178,-73.944158,
Ansonia Bath & Health Club,"2109 Broadway, Uptown",Other,1980s,1985,40.7903912,-73.975955,(OC)
Anvil,"500 W. 14th, Greenwich Village",Other,1980s,1985,40.742114,-74.008505,"(P-1965-1989),(D),(RT),(AYOR),(F&S)"
Ariel,"53 W. 19th St., Greenwich Village",Other,1980s,1985,40.740279,-73.993731,(L-1980-1989)
Badlands,"388 West St., Greenwich Village",Other,1980s,1985,40.732817,-74.010034,"(W-1972-1989),(SM)"
Barbary Coast,"64 7th Ave., Greenwich Village",Other,1980s,1985,40.738867,-73.999722,
Beekman Place,Uptown- N.Y.C.,Other,1980s,1985,40.753309,-73.964796,Cruisy Area
Beth Simchat Torah,"55 Bethune, Greenwich Village",Other,1980s,1985,40.7366072,-74.008811,
Better Days,"316 W. 49th St., Midtown",Other,1980s,1985,40.7619279,-73.987725,"(B-1970-1989),(D),(*)"
Big Top Theatre,"1604 Broadway, Midtown",Other,1980s,1985,40.7604668,-73.984251,"(S-1965-2002),(E),(D)"
Big Wok,"753 Washington St., Greenwich Village",Restaurant / Cafe,1980s,1985,40.7368806,-74.008095,"(M-1965-1989),(R-1965-1989)"
Bike Stop West,"230 W. 75th St., Uptown",Other,1980s,1985,40.781064,-73.982005,
Billy The Kid,"76-07 Roosevelt Ave., Queens",Other,1980s,1985,40.7473326,-73.889296,"(YC),(W-1972-1989),(SM),(PT)"
Bleecker & Hudson Sts.,Greenwich Village,Other,1980s,1985,40.736899,-74.005524,Cruisy Area
Blue Fox,"131 8th Ave., Greenwich Village",Restaurant / Cafe,1980s,1985,40.7413965,-74.001552,"(R-1965-1989),(*)"
Blue Skies,"183 W. 10th St., Greenwich Village",Restaurant / Cafe,1980s,1985,40.7343755,-74.002848,(R-1965-1989)
Bogart'S,"320 E. 59th St., Midtown",Restaurant / Cafe,1980s,1985,40.7599967,-73.963406,(R-1965-1989)
Boot Hill,"317 Amsterdam Ave., Uptown",Other,1980s,1985,40.7804173,-73.979991,"(*),(W-1972-1989),(YC),(SM)"
Boots & Saddle,"76 Christopher St., Greenwich Village",Other,1980s,1985,40.7334603,-74.003403,"(W-1972-1989),(SM),(*)"
Brandy'S,"235 E. 84th St., Uptown",Other,1980s,1985,40.7771167,-73.953456,"(E),(S-1965-2002),(WE)"
Breadstix,"113-24 Queens Blvd., Queens",Other,1980s,1985,40.746137,-73.934568,
Broadway Arms,"218 W. 49th St., Midtown",Other,1980s,1985,40.7608374,-73.98523,(D)
Brooklyn'S 'Promenade' Just Off Montague St.,Brooklyn,Other,1980s,1985,40.695221,-73.995855,Cruisy Area
Buck'S,"324 Amsterdam, Uptown- N.Y.C.",Other,1980s,1985,40.780938,-73.980291,
Candle Bar,"309 Amsterdam, Uptown- N.Y.C.",Other,1980s,1985,40.780133,-73.980233,"(*),(SM)"
Carr'S,"204 W. 10th St., Greenwich Village",Other,1980s,1985,40.733874,-74.003971,(OC)
Casa Paco,"330 Bleecker St., Greenwich Village",Restaurant / Cafe,1980s,1985,40.7336427,-74.00457,"(M-1965-1989),(R-1965-1989)"
Central Park,Uptown- N.Y.C.,Other,1980s,1985,40.773823,-73.970818,Cruisy Area
Central Park,Schenectady,Other,1980s,1985,40.78122,-73.966514,Cruisy Area
Central Park,Uptown- N.Y.C.,Other,1980s,1985,40.773823,-73.970818,"Cruisy Area,(AYOR)"
Central Park West,Uptown- N.Y.C.,Other,1980s,1985,40.784612,-73.969822,Cruisy Area
Centre Bar,"29 St. Mark's Pl., Greenwich Village",Other,1980s,1985,40.7290451,-73.988309,
Chaps,"1558 3rd Ave., Uptown",Other,1980s,1985,40.7799392,-73.953502,"(*),(PT)"
Cheers,"125-20 101st Ave., Queens",Other,1980s,1985,40.6913187,-73.820532,(D)
Chelsea Big Wok,"207 10th Ave., Greenwich Village",Restaurant / Cafe,1980s,1985,40.7473276,-74.004704,"(M-1965-1989),(R-1965-1989)"
Christopher St.,Greenwich Village,Other,1980s,1985,40.733336,-74.004624,Cruisy Area
Christopher St. Book Shop,"500 Hudson St., Greenwich Village",Other,1980s,1985,40.73299,-74.006136,"(*),(F&S)"
Christopher'S,"115 Christopher St., Greenwich Village",Other,1980s,1985,40.7334062,-74.005436,"(E),(R-1965-1989)"
Church Of The Beloved Disciple,"348 W. 14th St., Greenwich Village",Other,1980s,1985,40.7404517,-74.004747,
Club 71,"71 Pineapple St., Brooklyn",Other,1980s,1985,40.6983742,-73.993038,
Club Baths,Greenwich Village,Other,1980s,1985,40.723485,-73.988183,"(*),(W-1972-1989),(SM),(YC)"
Community Book Stores,"143 7th Ave., Brooklyn",Other,1980s,1985,40.6726651,-73.976426,
Community Book Stores,"162 Montague St., Brooklyn",Other,1980s,1985,40.6941905,-73.992805,(M-1965-1989)
Company,"365 3rd Ave., Midtown",Restaurant / Cafe,1980s,1985,40.740856,-73.981195,"(R-1965-1989),(*)"
Consulate Hotel,"224 W. 49th St., Midtown",Hotel / Accommodation,1980s,1985,40.7609782,-73.98551,"(M-1965-1989),(H-1965-1989)"
Crawford'S,"957 1st Ave., Midtown",Other,1980s,1985,40.755601,-73.965309,"(E),(*)"
Crossroad,"858 9th Ave., Midtown",Other,1980s,1985,40.766902,-73.986102,
Cubby Hole,"438 Hudson, Greenwich Village",Other,1980s,1985,40.731133,-74.006463,(L-1980-1989)
Dakota,"550 3rd Ave. at 36th St., Midtown",Other,1980s,1985,40.747435,-73.977246,(PT)
Danny'S Of Brooklyn Heights,"108 Montague St., Brooklyn",Other,1980s,1985,40.6948774,-73.995194,(D)
Dignity,"40 W. 16th St., Greenwich Village",Other,1980s,1985,40.7381401,-73.995066,
Djuna Books,"154 W. 10th St., Greenwich Village",Other,1980s,1985,40.734387,-74.00154,(L-1980-1989)
Don'T Tell Mama,"343 W. 46th St., Midtown",Other,1980s,1985,40.7606004,-73.989508,
Dorset Hotel,Midtown,Other,1980s,1985,40.754931,-73.984019,Cruisy Area
Duplex,"55 Grove St., Greenwich Village",Other,1980s,1985,40.733207,-74.003542,"(*),(E)"
Eagle'S Nest,Greenwich Village,Other,1980s,1985,40.747505,-74.00774,"(SM),(*)"
Eastside Sauna,"227 E. 56th St., Midtown",Other,1980s,1985,40.7593466,-73.966823,(*)
Eros Male Cinema,"732 8th Ave., Midtown",Other,1980s,1985,40.7593364,-73.987943,(RT)
Farnie'S,"311 2nd Ave., Greenwich Village",Restaurant / Cafe,1980s,1985,40.735062,-73.983353,"(M-1965-1989),(R-1965-1989)"
Five Oaks,"49 Grove St., Greenwich Village",Restaurant / Cafe,1980s,1985,40.733158,-74.003797,"(M-1965-1989),(R-1965-1989),(E)"
Flavors,"120-31 83rd Ave., Queens",Other,1980s,1985,40.7087692,-73.831359,"(D),(YC),(*)"
Forest Park,Queens,Other,1980s,1985,40.703369,-73.863505,Cruisy Area
Freddy'S,"308 E. 49th St., Midtown",Other,1980s,1985,40.7538696,-73.968478,"(*),(R-1965-1989),(E)"
Fulton'S Sidewalk Cafe,"2061 Broadway, Uptown",Restaurant / Cafe,1980s,1985,40.7783359,-73.982044,(R-1965-1989)
