display_name,full_address,space_type,decade,year,lat,lon,amenities
Mother Courage,"342 W. 11th St., Greenwich Village",Restaurant / Cafe,1970s,1976,40.7354605,-74.008081,(R-1965-1989)
Mother Courage,"342 W. 11th St., Greenwich Village",Restaurant / Cafe,1970s,1974,40.7354605,-74.008081,(R-1965-1989)
Mother Courage,"342 W. 11th Street, Greenwich Village",Restaurant / Cafe,1970s,1977,40.7354605,-74.008081,"(M-1965-1989),(G),(R-1965-1989)"
Mother Curage,"342 W. 11th St., Greenwich Village",Restaurant / Cafe,1970s,1975,40.7354605,-74.008081,(R-1965-1989)
Mother Earth,"381 Van Duzer St., Staten Island",Restaurant / Cafe,1970s,1979,40.6287204,-74.079695,"(R-1965-1989),(G)"
Mother'S,"267 W. 23rd Street, Greenwich Village",Restaurant / Cafe,1970s,1977,40.7451691,-73.997809,(R-1965-1989)
Mother'S,"261 W. 23rd St., Greenwich Village",Restaurant / Cafe,1970s,1976,40.7450948,-73.997649,(R-1965-1989)
Mothers,"261 W. 23rd St., Greenwich Village",Restaurant / Cafe,1970s,1975,40.7450948,-73.997649,(R-1965-1989)
Mr. Dreams,"63-12 Broadway, Queens",Other,1970s,1979,40.7496289,-73.898858,"(YC),(D),(*)"
Mr. Lucky,"392 Columbus , Manhattan",Other,1970s,1972,40.7818465,-73.975806,
Mr. Willam Shakespeare,"176 Mac Dougall, Greenwich Village",Restaurant / Cafe,1970s,1973,40.7299971,-74.000507,"(M-1965-1989),(HIP),(R-1965-1989)"
Mt. Morris Baths,"1944 Madison Ave., Manhattan",Other,1970s,1974,40.8055437,-73.940973,"(B-1970-1989),(RT)"
Mt. Morris Baths,"1944 Madison Ave., Manhattan",Other,1970s,1972,40.8055437,-73.940973,"(B-1970-1989),(RT)"
Mt. Morris Baths,"1944 Madison Ave., Manhattan",Other,1970s,1973,40.8055437,-73.940973,(B-1970-1989)
Mt. Morris Baths,"1944 Madison Ave., Uptown",Other,1970s,1979,40.8055437,-73.940973,(B-1970-1989)
Mt. Morris Baths,"1944 Madison Ave., Manhattan",Other,1970s,1975,40.8055437,-73.940973,"(B-1970-1989),(RT)"
Murray Hill Mob,"139 E. 34th St., Midtown",Other,1970s,1979,40.7464872,-73.979263,"(R-1965-1989),(D),(*)"
Museum Of Modern Art,Manhattan,Other,1970s,1974,40.761433,-73.977622,Cruisy Area
Museum Of Modern Art,Manhattan,Other,1970s,1975,40.761433,-73.977622,Cruisy Area
Museum Of Modern Art,Manhattan,Other,1970s,1973,40.761433,-73.977622,Cruisy Area
My Sisters Place,"2056 Broadway, Manhattan",Other,1970s,1975,40.777491,-73.981779,(D)
New Atlantis,Coney Island,Other,1970s,1975,40.57334,-73.980854,"(D),(S-1965-2002)"
New Camp,"309 E. 60th St., Uptown",Other,1970s,1977,40.761142,-73.963071,
New Camp,"309 W. 60th St., Manhattan",Other,1970s,1975,40.7722321,-73.989966,
New Danny'S,"140 7th Ave So., Greenwich Village",Other,1970s,1973,40.734755,-74.002406,"(D),(*)"
New Harry'S,"1422 3rd Ave., Uptown",Other,1970s,1979,40.775491,-73.956809,(*)
New Jimmie'S,"1576 3rd Ave., Manhattan",Restaurant / Cafe,1970s,1972,40.7805616,-73.952996,"(R-1965-1989),(*)"
New Jimmie'S,"1576 3rd Ave., Manhattan",Restaurant / Cafe,1970s,1974,40.7805616,-73.952996,"(R-1965-1989),(*)"
New Jimmie'S,"1576 3rd Ave., Manhattan",Restaurant / Cafe,1970s,1973,40.7805616,-73.952996,"(R-1965-1989),(*)"
New Male Box,"210 W. 42nd St., Midtown",Other,1970s,1978,40.7560623,-73.987429,(*)
New Male Box,"210 W. 42nd St., Midtown",Other,1970s,1979,40.7560623,-73.987429,(*)
New St. Marks Baths,"6 St. Marks Place, Greenwich Village",Other,1970s,1979,40.72909,-73.989568,(*)
"New York, New York","33 E. 52nd St., Midtown",Other,1970s,1979,40.7593641,-73.974703,"(P-1965-1989),(YC),(M-1965-1989),(D)"
Nickel Bar,"127 W. 72nd St., Manhattan",Other,1970s,1975,40.7779885,-73.979674,"(D),(*)"
Nickel Bar,"127 W. 72nd St., Uptown",Other,1970s,1978,40.7779625,-73.979708,"(B-1970-1989),(YC),(D),(*)"
Nickel Bar,"127 W. 72nd St., Uptown",Other,1970s,1979,40.7779625,-73.979708,"(B-1970-1989),(YC),(D),(*)"
Nickel Bar,"127 W. 72nd St., Uptown",Other,1970s,1977,40.7779625,-73.979708,"(B-1970-1989),(YC),(D),(*)"
Nickel Steak House,"227 E. 67th St., Manhattan",Restaurant / Cafe,1970s,1975,40.7660791,-73.961227,(R-1965-1989)
Night Owl,"119-32 Metropolitan Ave., Kew Gardens",Other,1970s,1979,40.70562,-73.830881,"(P-1965-1989),(D),(AH)"
Nine Plus,"149 W. 21st St., Greenwich Village",Other,1970s,1975,40.742575,-73.995433,"(P-1965-1989),(SM)"
Nine Plus,"149 W. 21st St., Greenwich Village",Other,1970s,1972,40.742575,-73.995433,"(SM),(P-1965-1989),(*)"
Nine Plus,"149 W. 21st St., Greenwich Village",Other,1970s,1974,40.742575,-73.995433,"(P-1965-1989),(SM)"
Nine Plus,"149 W. 21st St., Greenwich Village",Other,1970s,1976,40.742575,-73.995433,"(P-1965-1989),(SM)"
Nine Plus,"149 W. 21st Street, Greenwich Village",Other,1970s,1977,40.742575,-73.995433,"(P-1965-1989),(SM)"
Nine Plus,"149 W. 21st St., Greenwich Village",Other,1970s,1973,40.742575,-73.995433,"(P-1965-1989),(SM)"
Ninth Circle,"139 W. 10th St., Greenwich Village",Other,1970s,1976,40.7347958,-74.000799,"(W-1972-1989),(YC),(*)"
Ninth Circle,"139 West 10th Street, Greenwich Village",Other,1970s,1977,40.7347958,-74.000799,"(W-1972-1989),(YC),(*)"
Ninth Circle,"139 W. 10th St., Greenwich Village",Restaurant / Cafe,1970s,1974,40.7347958,-74.000799,"(D),(R-1965-1989),(*)"
Ninth Circle,"139 W. 10th St., Greenwich Village",Other,1970s,1978,40.7347958,-74.000799,"(W-1972-1989),(YC),(*)"
Ninth Circle,"139 W. 10th St., Greenwich Village",Other,1970s,1979,40.7347958,-74.000799,"(HIP),(YC),(*)"
Ninth Circle,"139 W. 10th St., Greenwich Village",Restaurant / Cafe,1970s,1973,40.7347958,-74.000799,(R-1965-1989)
Ninth Circle,"139 W. 10th St., Greenwich Village",Other,1970s,1975,40.7347958,-74.000799,"(YC),(W-1972-1989),(*)"
Nite Cap,"1068 1st Ave., Midtown",Restaurant / Cafe,1970s,1978,40.7590611,-73.962153,(R-1965-1989)
Nite Life,"85 Washington Pl., Greenwich Village",Other,1970s,1974,40.7322184,-74.000025,"(D),(YC)"
Nite Life,"85 Washington Place., Greenwich Village",Other,1970s,1976,40.7322184,-74.000025,"(YC),(G),(D),(*)"
Nite Life,"85 Washington Pl., Greenwich Village",Other,1970s,1979,40.7322184,-74.000025,"(G),(D),(*)"
Nite Life,"85 Washington Pl., Greenwich Village",Other,1970s,1975,40.7322184,-74.000025,"(D),(YC),(S-1965-2002),(G),(*)"
Nothern Men'S Sauna,"137-08 Nothern Blvd., Flushing",Other,1970s,1979,40.7631033,-73.830794,
Numbers,"2057 Broadway, Uptown",Other,1970s,1979,40.7781778,-73.982387,
Numbers,"2057 Broadway, Uptown",Other,1970s,1978,40.7781778,-73.982387,
Numbers,"2056 Broadway, Uptown",Other,1970s,1977,40.777491,-73.981779,
Oak Leaf,Manhattan,Other,1970s,1972,40.777206,-73.952264,
Oak Room,Midtown,Other,1970s,1977,40.764469,-73.974488,"(M-1965-1989),(PE),(OC)"
Oak Room,Midtown,Other,1970s,1978,40.764469,-73.974488,"(M-1965-1989),(PE),(OC)"
Odyssey,"198 E. 58th St., Midtown",Other,1970s,1978,40.7609458,-73.967051,
Old Forge,Greenwich Village,Restaurant / Cafe,1970s,1977,40.740384,-73.997664,"(M-1965-1989),(R-1965-1989)"
Old Vic,"309 E. 60th St., Manhattan",Other,1970s,1972,40.761142,-73.963071,"(D),(*)"
Omega,"347 W. 41st Street, Midtown",Other,1970s,1977,40.7576636,-73.992491,"(D),(S-1965-2002)"
Omnibus,"263 W. 12th St., Greenwich Village",Restaurant / Cafe,1970s,1974,40.7377689,-74.0032,(R-1965-1989)
One If By Land- Two If By Sea,"17 Barrow Street, Greenwich Village",Restaurant / Cafe,1970s,1977,40.7324944,-74.002584,"(M-1965-1989),(PE),(R-1965-1989)"
"One If By Land, Two If By Sea","85 Washington Pl., Greenwich Village",Restaurant / Cafe,1970s,1976,40.7322184,-74.000025,"(M-1965-1989),(PE),(R-1965-1989)"
"One If By Land, Two If By Sea","17 Barrow St., Greenwich Village",Restaurant / Cafe,1970s,1979,40.7324944,-74.002584,"(M-1965-1989),(PE),(R-1965-1989)"
"One If By Land, Two If By Sea","17 Barrow St., Greenwich Village",Restaurant / Cafe,1970s,1978,40.7324944,-74.002584,"(M-1965-1989),(PE),(R-1965-1989)"
One Potato,"518 Hudson, Greenwich Village",Other,1970s,1973,40.7336903,-74.006078,
One Potato,"518 Hudson , Greenwich Village",Restaurant / Cafe,1970s,1977,40.7336903,-74.006078,"(R-1965-1989),(*)"
One Potato,"518 Hudson , Greenwich Village",Restaurant / Cafe,1970s,1976,40.7336903,-74.006078,(R-1965-1989)
One Potato,"518 Hudson , Greenwich Village",Restaurant / Cafe,1970s,1979,40.7336903,-74.006078,"(R-1965-1989),(*)"
One Potato,"518 Hudson, Greenwich Village",Restaurant / Cafe,1970s,1974,40.7336903,-74.006078,(R-1965-1989)
One Potato,"518 Hudson, Greenwich Village",Other,1970s,1975,40.7336903,-74.006078,
One Potato,"518 Hudson, Greenwich Village",Restaurant / Cafe,1970s,1978,40.7336903,-74.006078,"(R-1965-1989),(*)"
Orphanage,"204 W. 41st Street, Midtown",Other,1970s,1977,40.7553683,-73.987877,
Oscar Wilde Mem. Book Store,"291 Mercer, Greenwich Village",Other,1970s,1973,40.7302074,-73.993999,
Oscar Wilde Memoria Bookstore,"15 Christopher, Greenwich Village",Other,1970s,1977,40.7340613,-74.000564,(*)
Oscar Wilde Memorial Book Shop,"291 Mercer, Greenwich Village",Other,1970s,1972,40.7302074,-73.993999,
Oscar Wilde Memorial Book Shop,"291 Mercer, Greenwich Village",Other,1970s,1974,40.7302074,-73.993999,(*)
Oscar Wilde Memorial Book Store,"15 Christopher Street, Greenwich Village",Other,1970s,1975,40.7340613,-74.000564,
Oscar Wilde Memorial Book Store,"15 Christopher St., Greenwich Village",Other,1970s,1978,40.7340613,-74.000564,(*)
Oscar Wilde Memorial Book Store,"15 Christopher St., Greenwich Village",Other,1970s,1976,40.7340613,-74.000564,
Oscar Wilde Memorial Book Store,"15th Christopher St., Greenwich Village",Other,1970s,1979,40.7353754,-74.00139,(*)
Ossi Guest House,"128 W. 82nd St., Uptown",Hotel / Accommodation,1970s,1978,40.7842274,-73.975324,(H-1965-1989)
Ossi Guest House,"128 W. 82 St., Uptown",Hotel / Accommodation,1970s,1979,40.7842274,-73.975324,(H-1965-1989)
Our Place,"77-02 Broadway, Jackson Heights",Other,1970s,1979,40.7451386,-73.888169,
Our Place,"381 3rd Ave., Greenwich Village",Other,1970s,1974,40.741496,-73.980925,
Outside Inn,"82-20 Baxter Ave., Jackson Heights",Other,1970s,1977,40.7456453,-73.883816,"(D),(E)"
Outside Inn,"82-20 Baxter Ave., Jackson Heights",Other,1970s,1975,40.7456453,-73.883816,(E)
Ozma,"59 5th Ave., Greenwich Village",Restaurant / Cafe,1970s,1979,40.7350091,-73.993907,(R-1965-1989)
Painted Pony,"1485 3rd Ave., Manhattan",Other,1970s,1973,40.7773182,-73.954795,
Painted Pony,"1485 3rd Ave., Uptown",Other,1970s,1978,40.7773182,-73.954795,(S-1965-2002)
Painted Pony,"1485 3rd Ave., Manhattan",Other,1970s,1972,40.7773182,-73.954795,"(PE),(*)"
Painted Pony,"1485 3rd Ave., Manhattan",Other,1970s,1975,40.7773182,-73.954795,
Painted Pony,"1485 3rd Ave., Manhattan",Other,1970s,1974,40.7773182,-73.954795,
Painted Pony,"1485 3rd Ave., Uptown",Restaurant / Cafe,1970s,1977,40.7773182,-73.954795,"(R-1965-1989),(E)"
Painted Pony,"1485 3rd Ave., Uptown",Other,1970s,1979,40.7773182,-73.954795,"(S-1965-2002),(E)"
Pal Joey'S,"550 3rd Ave., Manhattan",Restaurant / Cafe,1970s,1974,40.7474383,-73.977275,"(R-1965-1989),(S-1965-2002)"
Pandora Books,"88 Court St., Brooklyn",Other,1970s,1979,40.6912319,-73.991843,
Pandora'S Pot Greek,"332 Bleecker , Greenwich Village",Restaurant / Cafe,1970s,1975,40.733526,-74.004727,"(M-1965-1989),(R-1965-1989)"
Paradise Supper Club,"347 W. 41st Street, Midtown",Restaurant / Cafe,1970s,1977,40.7576636,-73.992491,"(R-1965-1989),(S-1965-2002)"
Paradise- P.C.S. Club,"35 W. 43rd St., Midtown",Other,1970s,1979,40.7550912,-73.981984,"(P-1965-1989),(M-1965-1989),(D),(PT),(AH),(*)"
Park Miller Theatre,Manhattan,Other,1970s,1974,40.75589,-73.984948,
Park Miller Theatre,Midtown,Other,1970s,1976,40.75589,-73.984948,
Park Miller Theatre,Midtown,Other,1970s,1977,40.75589,-73.984948,
Park Miller Theatre,Manhattan,Other,1970s,1975,40.75589,-73.984948,
Park-Miller Theatre,Manhattan,Other,1970s,1973,40.75589,-73.984948,
Paula'S,"64 Greenwich Avenue, Greenwich Village",Restaurant / Cafe,1970s,1977,40.7361254,-74.000621,"(M-1965-1989),(G),(R-1965-1989)"
Paula'S,"64 Greenwich Ave., Greenwich Village",Restaurant / Cafe,1970s,1975,40.7361254,-74.000621,"(M-1965-1989),(G),(R-1965-1989)"
Paula'S,"64 Greenwich Ave., Greenwich Village",Restaurant / Cafe,1970s,1976,40.7361254,-74.000621,"(M-1965-1989),(G),(R-1965-1989)"
Paula'S,"64 Greenwich Ave., Greenwich Village",Restaurant / Cafe,1970s,1974,40.7361254,-74.000621,"(M-1965-1989),(R-1965-1989),(G)"
Paula'S,"64 Greenwich Ave., Greenwich Village",Other,1970s,1973,40.7361254,-74.000621,
Paula'S,"64 Greenwich Ave., Greenwich Village",Other,1970s,1979,40.7361254,-74.000621,"(M-1965-1989),(G),(PT)"
Pauline'S,Manhattan,Other,1970s,1974,40.813991,-73.94456,"(B-1970-1989),(RT)"
Pauline'S,Manhattan,Other,1970s,1972,40.813991,-73.94456,"(B-1970-1989),(RT)"
Pauline'S,Manhattan,Other,1970s,1973,40.813991,-73.94456,"(B-1970-1989),(RT)"
Peaches,"1201 Lexington Ave., Uptown",Other,1970s,1978,40.776563,-73.957555,
Peaches,"185 W. 10th St., Greenwich Village",Other,1970s,1978,40.734474,-74.002861,"(G),(D),(*)"
Pearl'S Place,"1854 2nd Ave., Uptown",Other,1970s,1979,40.7839331,-73.946923,
Pearl'S Place,"1854 2nd Ave., Uptown",Other,1970s,1977,40.7839331,-73.946923,"(M-1965-1989),(S-1965-2002)"
Peeche'S,"1200 Lexington Ave., Uptown",Other,1970s,1979,40.7766333,-73.957953,"(G),(D)"
Pegasus,"1238 2nd Ave., Midtown",Other,1970s,1978,40.7641367,-73.961447,(D)
Pegasus,"145 E. 23rd St., Greenwich Village",Other,1970s,1974,40.7394606,-73.984059,"(HIP),(YC),(D),(*)"
Pelican,"200 W 49th St., Manhattan",Restaurant / Cafe,1970s,1974,40.7603567,-73.983922,(R-1965-1989)
Pelican,"200 W. 70th St., Uptown",Restaurant / Cafe,1970s,1978,40.7767991,-73.981685,"(M-1965-1989),(R-1965-1989)"
Pellican,"200 W. 70th St., Uptown",Restaurant / Cafe,1970s,1977,40.7767991,-73.981685,"(M-1965-1989),(R-1965-1989)"
Pellican,"200 W. 70th St., Uptown",Restaurant / Cafe,1970s,1979,40.7767991,-73.981685,"(M-1965-1989),(R-1965-1989)"
Pellican Seafood,"200 W. 70th St., Manhattan",Restaurant / Cafe,1970s,1975,40.7773637,-73.983034,(R-1965-1989)
Penny Lane,"220 W 49th St., Manhattan",Other,1970s,1974,40.7608943,-73.985328,(G)
Pennyfeathers,"89 7th Ave., Greenwich Village",Other,1970s,1979,40.7394174,-73.998871,"(M-1965-1989),(R-1965-1989)"
Pep Mcguire'S,"120-20 Queens Blvd., Kew Gardens",Other,1970s,1977,40.7134177,-73.829647,"(M-1965-1989),(YC),(D),(*)"
Pep Mcguire'S,"120-20 Queens Blvd., Kew Gardens",Other,1970s,1978,40.7134177,-73.829647,"(M-1965-1989),(YC),(D),(WE),(*)"
Pepper & Salt,"89-52 162nd St., Jamaica",Other,1970s,1978,40.7052327,-73.798452,(D)
Pepy'S Place,"153 W. 48th St., Manhattan",Other,1970s,1974,40.759737,-73.983344,
Pepy'S Place,"153 W. 48th St., Manhattan",Other,1970s,1972,40.759737,-73.983344,
Peter,"305 W. 10th St., Greenwich Village",Restaurant / Cafe,1970s,1973,40.7332889,-74.009806,"(R-1965-1989),(SM),(*)"
Peter Rabbit,"305 W. 10th Street, Greenwich Village",Other,1970s,1977,40.7332889,-74.009806,"(B-1970-1989),(D)"
Peter Rabbit,"305 W. 10th St., Greenwich Village",Other,1970s,1979,40.7332889,-74.009806,"(B-1970-1989),(D),(*)"
Peter Rabbit,"305 W. 10th St., Greenwich Village",Other,1970s,1976,40.7332889,-74.009806,(*)
Peter Rabbit,"305 W. 10th St., Greenwich Village",Other,1970s,1974,40.7332889,-74.009806,"(W-1972-1989),(SM),(*)"
Peter Rabbit,"305 W. 10th St., Greenwich Village",Other,1970s,1975,40.7332889,-74.009806,"(W-1972-1989),(SM),(*)"
Peter Rabbit'S,"305 W. 10th St., Greenwich Village",Other,1970s,1978,40.7332889,-74.009806,"(D),(*),(B-1970-1989)"
Phebe'S,"361 Bowery, Greenwich Village",Restaurant / Cafe,1970s,1975,40.7268724,-73.991325,"(M-1965-1989),(R-1965-1989)"
Phebe'S,"361 Bowery, Greenwich Village",Restaurant / Cafe,1970s,1974,40.7268724,-73.991325,"(M-1965-1989),(R-1965-1989)"
Piano Bar,"103 Montague St., Brooklyn Heights",Other,1970s,1974,40.695318,-73.995336,
Piano Bar,"103 Montague, Brooklyn Heights",Other,1970s,1978,40.695318,-73.995336,(OC)
Piano Bar,"103 Montague, Brooklyn Heights",Other,1970s,1975,40.695318,-73.995336,
Piano Bar,"103 Montague, Brooklyn Heights",Other,1970s,1977,40.695318,-73.995336,
Piano Bar,Brooklyn,Other,1970s,1972,40.695221,-73.995855,
Picadilly Pub,"324 Amsterdam Ave., Manhattan",Other,1970s,1973,40.7809375,-73.980288,(*)
Picadilly Pub,"324 Amsterdam Ave., Manhattan",Other,1970s,1975,40.7809375,-73.980288,(*)
Picadilly Pub,"324 Amsterdamn Ave., Manhattan",Other,1970s,1974,40.7809375,-73.980288,(*)
Pineapple,"79 Pineapple St., Brooklyn Heights",Other,1970s,1979,40.6982936,-73.992793,"(YC),(D),(*)"
Piper'S Lounge,"1201 Lexington Ave., Manhattan",Other,1970s,1974,40.776563,-73.957555,
Place Across The Street,"56 W. 46th St., Manhattan",Other,1970s,1975,40.7562187,-73.979457,
Place Across The Street,"56 W. 46th St., Midtown",Restaurant / Cafe,1970s,1979,40.7562187,-73.979457,"(R-1965-1989),(E)"
Planetarium,"181 2nd Ave., Greenwich Village",Other,1970s,1972,40.7309621,-73.986206,"(YC),(HIP),(*)"
Play House,"1942 Williams Bridge Rd., Bronx",Other,1970s,1977,40.8533686,-73.85337,(D)
Plaza Hotel,Manhattan,Other,1970s,1973,40.764469,-73.974488,"(M-1965-1989),(PE)"
Plaza Hotel,Manhattan,Other,1970s,1972,40.764469,-73.974488,"(M-1965-1989),(PE)"
Pleasure Chest,"230 Columbus Ave., Uptown",Other,1970s,1977,40.7765566,-73.979679,
Pleasure Chest,"248 E. 50th Street, Midtown",Other,1970s,1977,40.7549403,-73.969056,
Pleasure Chest,"152 7th Ave. So., Greenwich Village",Other,1970s,1978,40.7352865,-74.002125,(*)
Pleasure Chest,"230 Columbus Ave., Uptown",Other,1970s,1979,40.7765566,-73.979679,(*)
Pleasure Chest,"152 7th Ave. So., Greenwich Village",Other,1970s,1979,40.7352865,-74.002125,(*)
Pleasure Chest,"248 E. 50th St., Midtown",Other,1970s,1978,40.7549403,-73.969056,(*)
Pleasure Chest,"939 2nd Ave., Midtown",Other,1970s,1979,40.7548515,-73.968886,(*)
Pleasure Chest,"230 Columbus Ave., Uptown",Other,1970s,1978,40.7765566,-73.979679,
Pleasure Chest,"152 7th Avenue South, Greenwich Village",Other,1970s,1977,40.7352865,-74.002125,(*)
Plowboy,"1608 2nd Ave., Manhattan",Other,1970s,1974,40.7762432,-73.952638,
Poutassa,"1234 2nd Ave., Manhattan",Other,1970s,1973,40.764087,-73.961511,"(D),(*)"
Prive,Midtown,Restaurant / Cafe,1970s,1979,40.75962,-73.961967,"(PE),(R-1965-1989)"
Prive,"1078 1st Avenue, Midtown",Restaurant / Cafe,1970s,1977,40.7593486,-73.961721,(R-1965-1989)
Psychedelic Shack,"17 Barrow St., Greenwich Village",Other,1970s,1972,40.7324944,-74.002584,"(RT),(M-1965-1989),(HIP)"
Pub,"730 8th Ave., Midtown",Restaurant / Cafe,1970s,1979,40.7592931,-73.987977,"(RT),(R-1965-1989)"
Pub Society,"1649 2nd Ave., Manhattan",Restaurant / Cafe,1970s,1974,40.7776458,-73.952206,(R-1965-1989)
Queens College,Queens,Other,1970s,1979,40.736644,-73.820089,Cruisy Area
Radio City Music Hall,Midtown,Other,1970s,1977,40.759976,-73.979977,Cruisy Area
Raffle'S,"106 W. 43rd Street , Midtown",Other,1970s,1977,40.7556674,-73.984278,(PT)
Ramrod,"394 West St., Greenwich Village",Other,1970s,1979,40.7331559,-74.010158,"(*),(W-1972-1989),(SM),(FFA)"
Ramrod,"394 West St., Greenwich Village",Other,1970s,1976,40.7331559,-74.010158,"(YC),(W-1972-1989),(SM),(*)"
Ramrod,"394 West St., Greenwich Village",Other,1970s,1975,40.7331559,-74.010158,"(YC),(W-1972-1989),(SM)"
Ramrod,"394 West St., Greenwich Village",Other,1970s,1974,40.7331559,-74.010158,"(W-1972-1989),(SM)"
Ramrod,"394 West Street, Greenwich Village",Other,1970s,1977,40.7331559,-74.010158,"(YC),(W-1972-1989),(SM),(*)"
Ramrod,"384 West St., Greenwich Village",Other,1970s,1978,40.732003,-74.010276,
Ramrod Theatre,"210 W. 49th St., Midtown",Other,1970s,1978,40.7606687,-73.984784,
Ramrod Theatre,"210 W. 49th St., Midtown",Other,1970s,1979,40.7606687,-73.984784,"(S-1965-2002),(E)"
Rawhide,"388 West Street, Greenwich Village",Other,1970s,1977,40.732797,-74.010158,"(W-1972-1989),(SM),(*)"
Reflections,"36 E. 53rd St., Manhattan",Other,1970s,1974,40.759718,-73.974156,"(HIP),(YC)"
Regency East,"204 E. 58th St., Midtown",Other,1970s,1979,40.7605726,-73.966698,
Regent Of Tokyo,"251 E. 53rd St., Manhattan",Restaurant / Cafe,1970s,1974,40.7570467,-73.967465,(R-1965-1989)
Rendezvous,"38 W. 28th St., Midtown",Other,1970s,1979,40.7454828,-73.989637,
Reno Sweaney,"126 W. 13th St., Greenwich Village",Restaurant / Cafe,1970s,1978,40.7370456,-73.99867,"(PE),(R-1965-1989)"
Reno Sweeney,"126 W. 13th Street, Greenwich Village",Restaurant / Cafe,1970s,1977,40.7370456,-73.99867,"(R-1965-1989),(PE),(S-1965-2002),(E),(*)"
Reno Sweeney,"126 W. 13th St., Greenwich Village",Restaurant / Cafe,1970s,1976,40.7370456,-73.99867,"(R-1965-1989),(S-1965-2002),(E)"
Reno Sweeney,"126 W. 13th St., Greenwich Village",Restaurant / Cafe,1970s,1975,40.7370456,-73.99867,"(R-1965-1989),(S-1965-2002),(E),(*)"
Reno Sweeney,"126 W. 13th St., Greenwich Village",Restaurant / Cafe,1970s,1979,40.7370456,-73.99867,"(M-1965-1989),(PE),(R-1965-1989)"
Rhythms,"6826 New Utrecht Ave., Brooklyn",Other,1970s,1979,40.620657,-73.998694,(D)
Riis Park,Rockaway,Other,1970s,1979,40.56707,-73.87177,Cruisy Area
Riis Park,Brooklyn,Other,1970s,1974,40.56707,-73.87177,Cruisy Area
Riis Park,Brooklyn,Other,1970s,1978,40.56707,-73.87177,Cruisy Area
Riis Park,Brooklyn,Other,1970s,1977,40.56707,-73.87177,Cruisy Area
Riis Park,Brooklyn,Other,1970s,1975,40.56707,-73.87177,Cruisy Area
Riis Park,Manhattan,Other,1970s,1973,40.56707,-73.87177,Cruisy Area
Riverside Park,Manhattan,Other,1970s,1974,40.801234,-73.97231,Cruisy Area
Riverside Park,Uptown,Other,1970s,1977,40.801234,-73.97231,Cruisy Area
Riverside Park,Manhattan,Other,1970s,1975,40.801234,-73.97231,Cruisy Area
Riverside Park,Uptown,Other,1970s,1979,40.801234,-73.97231,Cruisy Area
Riverside Park,Manhattan,Other,1970s,1973,40.801234,-73.97231,Cruisy Area
Riverside Park- W. Side,Uptown,Other,1970s,1978,40.801234,-73.97231,Cruisy Area
Road House,"518 Hudson, Greenwich Village",Other,1970s,1973,40.7336903,-74.006078,"(SM),(*)"
Road House,"518 Hudson, Greenwich Village",Other,1970s,1974,40.7336903,-74.006078,(*)
Roadhouse,"518 Hudson, Greenwich Village",Restaurant / Cafe,1970s,1978,40.7336903,-74.006078,"(R-1965-1989),(*)"
Roadhouse,"518 Hudson, Greenwich Village",Restaurant / Cafe,1970s,1977,40.7336903,-74.006078,"(R-1965-1989),(*)"
Roadhouse,"518 Hudson, Greenwich Village",Other,1970s,1976,40.7336903,-74.006078,(W-1972-1989)
Roadhouse,"518 Hudson, Greenwich Village",Other,1970s,1975,40.7336903,-74.006078,"(W-1972-1989),(*)"
Rocco'S,"139 E. 34th St., Manhattan",Other,1970s,1975,40.7464872,-73.979263,"(D),(E),(*)"
Rocco'S Cabaret,"139 W. 34th Street, Midtown",Restaurant / Cafe,1970s,1977,40.750464,-73.989014,"(R-1965-1989),(E)"
Roger'S,"21 Greenwich Ave., Greenwich Village",Restaurant / Cafe,1970s,1978,40.734542,-74.000176,"(M-1965-1989),(R-1965-1989)"
Ronnie'S Supper Club,"324 E. 49th St., Manhattan",Restaurant / Cafe,1970s,1974,40.7536283,-73.967952,"(PE),(R-1965-1989)"
Ronnie'S Supper Club,"324 E. 49th St., Manhattan",Restaurant / Cafe,1970s,1975,40.7536283,-73.967952,"(PE),(M-1965-1989),(R-1965-1989),(E)"
Ronnie'S Thing,"56 E. Mt. Eden Ave., Bronx",Other,1970s,1979,40.8437173,-73.913678,(G)
Round Table,"151 E. 50th St., Manhattan",Other,1970s,1972,40.7561844,-73.971226,"(D),(*)"
Round Table,"151 E. 50th St., Manhattan",Other,1970s,1973,40.7561844,-73.971226,"(D),(S-1965-2002),(*)"
Roundtable,"151 E. 50th St., Manhattan",Other,1970s,1974,40.7561844,-73.971226,"(HIP),(D),(S-1965-2002),(*)"
Royal Roost,"28 Cornelia , Greenwich Village",Restaurant / Cafe,1970s,1972,40.7311877,-74.002354,(R-1965-1989)
Royal Roost,"28 Cornelia, Greenwich Village",Restaurant / Cafe,1970s,1973,40.7311877,-74.002354,(R-1965-1989)
Royal Roost,"28 Cornelia, Greenwich Village",Restaurant / Cafe,1970s,1974,40.7311877,-74.002354,"(R-1965-1989),(*)"
Ruby Foo,"240 W. 52nd St., Manhattan",Other,1970s,1975,40.7629753,-73.984227,(D)
Ruskay'S,"323 Columbus Ave., Uptown",Restaurant / Cafe,1970s,1977,40.7794648,-73.976939,"(M-1965-1989),(R-1965-1989),(*)"
Ruskay'S,"323 Columbus Ave., Uptown",Restaurant / Cafe,1970s,1978,40.7794648,-73.976939,"(M-1965-1989),(R-1965-1989)"
